,Unnamed: 0,User Name,Heading,Rating,Review,vector
244,244,Ritik Tiwari,Value-for-money,4,"I am buying this phone for my mom and she is very happy from this buying because phone has a nice look, perfect camera, nice battery  backup and many other many other functionsREAD MORE",1
245,245,Ashutosh Gupta,Perfect product!,5,"Nice product. I am less used to gaming and excess usage of mobiles, but I would say that this much space of 64GB and 4GB RAM is more than sufficient for light work like using YouTube, whatsapp and for calls.READ MORE",1
246,246,Mohit Tripathi,as per price great,4,"Proccesor is littlebit slow (who wan't want to play pubg with other apps) but as per price, it is awesom. This is a good choice for Mom or Dad. who need 1- Battery 2- More space3 - Ok-Ok Camera, (they don't need Beauty camera) as per price greatREAD MORE",1
247,247,Utkarsh Aishwaryam,Really Nice,4,"It's a product that one can buy and can be satisfied ... It's a good phone overall , the battery backup is really very good ..One can go for this product ..READ MORE",1
248,248,Sachin Shetty,Worth the money,4,"Good Camera Quality, Good Looks & Glossy finish at back panel, excellent battery life (5000MAH), fast charging not upto the mark but still I'm k with it under the price range of 9K, though there was delay in the delivery due to lockdown but still I will appreciate Flipkart's effort.READ MORE",1
249,249,Mukesh  Maurya,Delightful,4,It's is awesome good performance and valuable for moneyAnd more reliable I used just 1 year it's good battery is also good camera just fine for that priceREAD MORE,1
250,250,Deepak Singh,Terrific purchase,5,Wow...it's amazing heart touching smartphone really love it... otherwise it's smooth properly perfect buy now..READ MORE,1
251,251,Devendra Walde,Value-for-money,4,"If you wish to buy a budget phone just for general use and you want to spend under 10000 this can be a good choice. Rear camera are decent, captures good portrait photos, front camera is also good for an average phone. Battery is a massive one ie 5000mah,  so it can last a day with moderate usage. I've played pubg on it a few times, it gives as Better performance as Redmi note 5 pro (if you know about that  phone). So as far as gaming is concerned it gives good experience but as you can expec...READ MORE",1
252,252,Flipkart Customer,Classy product,5,very nice battery and very nice to camera and battery life is better and value for maney and gaming devise to very betterREAD MORE,1
253,253,Noothan Navyendra,Worth the money,4,"Nice look, good battery life with fast charging. Bad camera .All the rating below was given by considering price of the mobile.Design - 9/10Software - 7/10Display - 7/10Battery and charging - 9/10 (I would have given 10 here if they have included fast charger in the box)Camera - 3/10 worsePerformance - 7/10READ MORE",1
254,254,Chethan  KM,Really Nice,4,Very good mobile. Bought for my girl. Dual cam. Good image capture. Battery back up is awesome 👍READ MORE,1
255,255,Kishan Rajwade,Does the job,3,This phone have a good battery .Nice performance also .looks good .price range for this phone is best .READ MORE,0
256,256,manish kumar,Must buy!,5,Great Battery Life and Build Quality. Thank You Xiaomi And Flipkart for Redmi 8. Please Buy This ohone immediately if you want a great phone in affordable price range.READ MORE,1
257,257,waheed shaik,Classy product,5,"Writting this review Using after 6 month's, The best phone I've evr bought, great performance no lags, no battery issue's, no screen issue's it surprises me sometimes by looking like Amoled display but it is FHD, you'll definitely feel Amoled feeling.Performance wise it's really crazy with this 8K price range may be with the help of 4/64 model.Overall review is awesome product just go with it don't hesitate , must buy.READ MORE",1
258,258,Arun Arjun,Perfect product!,5,Nice product and battery life is so good I like it but only camera quality little poor best mobile for low priceREAD MORE,1
259,259,Aritra Pandit,Delightful,4,I would have given 5 stars but due to the over priced i had to give 4 stars. Bought it for 9499 but it should have been priced under 8000-8500 range not more than that according to the features and specifications the phone provides comparing with the other mobile brands in the market in this price segment like realme c3 and all.Over all its a value for money mobile (according to price 8000-8500) with corning gorilla glass 5 but the battery seems to be 4000 mah not 5000 mah.The phone gets ...READ MORE,1
260,260,Karan Ji,Perfect product!,5,I Love flipkart Service Amazing ProductI Like It ❤Very Good service👍 great Work 👍READ MORE,1
261,261,Anurag Gaur,Classy product,5,Nice Phone... But i am sad because Logo of MI Represent Chainies Company Promotion. I am purely dedicated for India thats why I am purchase Made in India Product but i don't know it is support for India or not. Purchase only Made In India Product. Byecott China...READ MORE,1
262,262,Mohammed uzair  ahmed,Terrific purchase,5,Awesome productBattery is superbBut not ideal for gaming Camera is ok with the price range..as i got it for 7999/-Overall the device is working fine The device is worth it.READ MORE,1
263,263,vinay,Terrific,5,Excellent delivery boy and all team members and good product and fast delivery so nice and thnks sirREAD MORE,1
264,264,My jio Customer,Highly recommended,5,Nice ph & looking is very good . this is so much better than others middle range phone 👍READ MORE,1
265,265,Vinayak  Sharma ,Nice,3,"Value for money..it's Battery Backup minimum 24 hrs, but it's connectivity is not good & touch pad is also not good it's average...so Please improve in Touch pad & connectivityREAD MORE",0
266,266,Flipkart Customer,Value-for-money,4,A good mobile in budget...camera quality not so good but battery backup is quit good and display is excellentREAD MORE,1
267,267,Danish Hasan Khan,Perfect product!,5,I'm loving it good quality fast delivery just in 2days and nice phone in this range go for it.READ MORE,1
268,268,Himanshu,Pretty good,4,Good working good performance good battery life everything is fine prices of money 👌READ MORE,1
269,269,Flipkart Customer,Best in the market!,5,if You Looking A Budget Phone @Good Price Then You Can Buy This Phone Also Not Recommended For Heavy Gaming Like Pubg ( If You Need Good Gaming Phone @This Price Range Then Go For Realme C3)READ MORE,1
270,270,Rupesh Kumar Gadua,Fair,3,Well To be Honest MI should provide More Features at this price as realme Is competitive Hard . Any way Good Value for money propositionREAD MORE,0
271,271,Flipkart Customer,Perfect product!,5,I think this is best budget phone under 8000 if u compromise for processor.ProsBattery- more than 1 day for normal user               8-14 hrs for heavy userCamera- Excellent during morning & avg during nightHeavy games(Pubg)- Super even with low processor smoothDisplay- goodCons-Low end processor but that doesn't affect much .phone performance is very good-Some what heavy-Camera is avg during night but if we have proper lighting camera is good even at night- Not for heavy Pubg u...READ MORE,1
272,272,Madhumita Ghosal,Simply awesome,5,Very good product. Camera is awesome. Value for money. Will recommend to buy this if you are looking for a good phone in low budget.READ MORE,1
273,273,Avinash  Dixit,Classy product,5,Nice good and fast delivery in Lucknow better service nice and clean product happyREAD MORE,1
274,274,Rakesh Shirabur,Excellent,5,Super product from xamoi you can paly free fire more than 3hours with any hang it is best for free fireREAD MORE,1
275,275,Dinesh  Sharma,Wonderful,4,Its like if ur mom wants a new device its best for them... Moderate use facebook watsapp and little bit pubg and all device is cool its takes time to charge but the backup which you get in exchange is excellent it can easily run pubg at smooth extreme for 7 hrREAD MORE,1
276,276,Raj singh Shaktawat,Wonderful,5,"It has little havy weight and not feeling come out well.Camera quality is totally wrost , I think actually this not made for pictures lover...As I expected about this handset it is not fine when I get it, charging is so low...That all things are bed with this...But even thought it has good things also, that it's looking good and screen it well , memory of this is well fine at this price range...But remind, it's not for photos lover...That reality as I felt about it..READ MORE",1
277,277,Flipkart Customer,Excellent,5,"Amazing budget photo, looks pretty cool abe working like a charm... Bought for my mother and it's working pretty well and  battery and performance is amazing.READ MORE",1
278,278,Flipkart Customer,Must buy!,5,"This review is after 3 months of continuous use. Pros.. Camera has x8 zoom, not found in realme 3. Good camera. Battery all know it. Very good storage especially the expandable is best in class. Sound is the best, you get no irritation even at loud volumes and high pith sounds. Cons.. Everything is perfect. These cons do not have a Drastic effect on the device just that they catch attention. Very heavy ( large battery ). May be an issue for girls. Processor is slow, the In-built game that ...READ MORE",1
279,279,Flipkart Customer,Mind-blowing purchase,5,"After using it for almost 7 days, I think this is good time to review this redmi 8. If you are planning to buy a smart phone which can easily handle all your daily activities, you can definitely consider it.But, If you think to buy it for great performance, for gaming and awesome video experience, then you might get disappointed by the device. It gets only 720p LCD Panel display which might be the major draw back against its rivals. Camera is also decent but dont expect much from it. Finger...READ MORE",1
280,280,THOMSON  JOSEPH,Good quality product,4,"Redmi 8 is good budget smartphone phone loaded with all features. I have used almost all phone today available in indian market  for eg: Samsung, redmi, realme(BBK), Motorola , apple , Nokia , HTC.Lets look at each brand in detailSamsung: It's good but little overpriced and exynos is still not a good processorNokia : good build quality but still overpricedand does not have essential features ( fast charging)BBK: mixed feeling , color OS looks odd , yet realme and OnePlus are good , ...READ MORE",1
281,281,Chitresh Kundu,Best in the market!,5,"The phone is a good Budget phone. Pros: Big Display, nice camera. Nice display, FM without cord. Cons: Battery is not that good as compared to other 5000 Mah batteriesREAD MORE",1
282,282,Flipkart Customer,Value-for-money,4,"Everything is excellent including storage, performance and design but this product price should be in  low range from INR9000 to 7500.Flipkart delivery service division is really appreciable and the dealer's become more reliable now.happy and enjoyable shopping!READ MORE",1
283,283,abhirami j s,Awesome,5,Very nice phone in reasonable price but the processor is not enough powerful for gaming the battery backup is awesome camera is average and the display is averageREAD MORE,1
284,284,Deepak Patnala,Simply awesome,5,Superb phone on this prize and really a great product No heating issueNo battery consumingGood for pubg or other gamesVery cool phone Good cameraMore featuresLow cost and high range phoneExcellent mobile on this prize 😇😇READ MORE,1
285,285,Barnikala Srinu,Classy product,5,"Wonderful phone in this pricePros : excellent battery           Nice camera           Gcam support with nightsight mode           Good gaming performance           Fast charging support 18 w           Mi Ui           Gorilla glass 5 protection on front            IR blaster,secondary noise cancellation mikeCons: avg display (dull)           No slow motion video           SD 439 processor while others like realme 5i at same prize comes with SD 665READ MORE",1
286,286,Vikash Kushwaha,Good quality product,4,Thanks Filpkart for this Excellent phone. I gifted this mobile to my friend at his 18th birthday and I can't explain how she happy to receive this phone and she is really very happy with this phone and his performance.READ MORE,1
287,287,Flipkart Customer,Wonderful,5,amajing  product  go  to buy   best mobile and best delevery thank u flipcart..i was 2 mobile  buy redmi8 on flipcart love that 😘😘😘😘READ MORE,1
288,288, Syed Abdus Salam,Terrific purchase,5,"Very good product. Got it at an extremely reasonable price along with the exchange of my old Samsung phone. I am happy with the overall performance. This mobile is most suitable for people who doesn't play heavy graphics mobile games. But even if someone uses it for long duration mobile activities, this mobile doesn't heat up much or display hanging problems.READ MORE",1
289,289,Flipkart Customer,Value-for-money,4,I can some good pics in review.bt my back camera is not good as shown here.phone is nice overallREAD MORE,1
290,290,APARNA BHOWMIK,Decent product,3,"According to me , Camera is too bad and display quality is average , decent battery life (one and half day for normal usage), processor is not good for today's market but in this budget the processor is considerable. Overall performance is not so bad , I think this mobile has made for them who uses mobile for normally and this is not for gamers . Design is so attractive , polycarbonate glossy back finish , it's look awesome 😍.READ MORE",0
291,291,SRINIVAS K,Must buy!,5,"It is good in service and affordable price product for middle class people who can enjoy all features like camera, battery back up, volte service with dual nano sim slots along with additional slot for memory card. Happy in usage. Thanks Flip Kart.READ MORE",1
292,292,RAJU HONNAKASTURI,Must buy!,5,Poco x2 is a very good mobail i love this mobail and 120 hz is the very good finaly i was see the fist of the mobail low bujet prize very amzing phoneREAD MORE,1
293,293,Flipkart Customer,Awesome,5,"Hlo... redmi users.... BASICALLY THIS IS BEST PHONE CO It comes with fingerprint, type c port, fast charge, and massive Battery.U can go for it.Notch display is good.Overall goodREAD MORE",1
294,294,Naveen  Attri,Bad quality,3,"My Opinion nd Experience After 2week UseHowever I shall review after one week use.1.Display Not So much Good(You are not able to see clearly in Sunlight after 100prcnt brightness) 2. processor Speed is not Much Good As expected3. Face unlock works little slow4 Fingerprint take some Tym to get Unlock, Not Good working 5. Charging Not So fast As it should be(From its Charger and Usb that come with it) Good Things-You get 64 GB memory(Approx 50gb you get After app installation) in goo...READ MORE",0
295,295,Dilip R,Fair,5,"Its ok at this price, but if u can spend just some more u can get better performer mobiles.The camera is ok at lighting condition but in low light its not good.Also doesnt take correct pics at slight shaky.Front camera is awkward,But again at this price point i think its ok comparing other features.Its ok for aged persons.READ MORE",1
296,296,Avadhesh Choudhary,Highly recommended,5,I got this phone for my brother nice decent phone with decent performance you can play pubg and mid range games with its processor that colour is very awesome I like itREAD MORE,1
297,297,Nabeel,Perfect product!,4,Review after 6 month useIts better to say money worthy4gb ram + 64 internal is great . By this they do some compramise in processor display and camera. *Camera is decent .*Lil bit dis satisfaction with display resolution.*Processor is decent (i dont usually play games . So cant say about it that much.)Overall am Verymuch Satisfied. ⚡READ MORE,1
298,298,Syed Faheem  Athar,Good quality product,5,"The phone is outstanding at its price but not suitable for heavy apps. Sometimes, it hangs. Better is to buy some other one of 10-11 thousand rupees.READ MORE",1
299,299,Vishal Londhe,Terrific,2,Redmi 8 is very awesome mobile phone for me and really best function of this phone very affordable at 8000 only I am very happy by ordering this product from Flipkart to provide fast and quick delivery service to me all features of this mobile server your some best camera and good 4g handset.READ MORE,0
300,300,Shubham  Raj,Just okay,3,Phone is good ..It's been 4months I m using it But now I m facing some problems like hanging and it's taking too long period of time for charging ...It's charging speed has slown down...I have to switch off my phone to increase the charging speed whenever I have to charge my phone ...Not so good performance at this price Disappointing for mi lover'sREAD MORE,0
301,301,MANOJ PATI,Very Good,4,The Product is Bulky. Also my feeling is that the infinix hot 8 is slightly better at a lesser price and looks are also good for that phoneREAD MORE,1
302,302,Anurag Chauhan,Best in the market!,5,"delivery is fast and good, behaviour of delivery boy is nice and product is superb I m happy with Flipkart thank you Flipkart 😍😍READ MORE",1
303,303,Bhim Thapa ,Decent product,3,"I have been using Infinix hot 8 for past 4 months. Redmi 8 was a gift for my dad, as I couldn't get hot 8 on sale.After couple of weeks experience, I suggest you to go for Infinix hot 8 unless u r a MI fan.Design, Performance, Battery, camera, features and price are below par compared to hot 8.READ MORE",0
304,304,Flipkart Customer,Best in the market!,5,I think it's very good choice having very good battery backup and also great picture from camera I love this mobile great feature in affordable price really like the performance according to it's priceREAD MORE,1
305,305,Flipkart Customer,Mind-blowing purchase,5,Brilliant redmi 8 quietly impress me superb fast I just luv it 😘😘READ MORE,1
306,306,Milan Jajdiya,Awesome,5,"Value for money. At this cost I don't think we get better mobile than Redmi 8. Good software, camera and Battery Life also well and Good..READ MORE",1
307,307,viswaram athithya,Simply awesome,5,Hi everyone I am glad to inform you that Flipkart has send me genuine product and really I thank for Flipkart first and next I have to talk about the product the product is good it is not hanging  phone is best camera quality is good sound quality is good display quality is good everything is good and I read it for five out of fiveREAD MORE,1
308,308,Umar Farooque  Momin,Must buy!,5,A perfect snatch out of the offer....i remember that j ordered it within 30 sec of sale went live and the next minute it was out of stock..!😂And my perfection was worth it..READ MORE,1
309,309,Akshay Sakpal,Perfect product!,5,I love each & everything about the phone... Except the camera quality.. Sometimes it looks like a VGA Camera... It could be better xiaomi... But at this price range it is good... But plz xiaomi try to increase the camera quality during the updateREAD MORE,1
310,310,Flipkart Customer,Very Good,4,Grand and good awesome great battery best budget phone pros are good no con heavy phoneREAD MORE,1
311,311,Monuranjan Gogoi,Wonderful,4,Packaging was good . Phone is great (4gb/64gb). Delivery at time . First day with the redmi 8 and I am happy with it .READ MORE,1
312,312,Amandeep Choudhary,Perfect product!,5,It's just fabulous and value for money.It can capture good portraits in this price segment.It's must for those who requires good phone in low budget.READ MORE,1
313,313,Priyanshu Aggarwal,Must buy!,5,Gr8 phone for price but camera eis is not that good and can be upgraded by updated and except that everything is great and performance is decent..But the phone is really good...☺️☺️READ MORE,1
314,314,Flipkart Customer,Simply awesome,5,It is very good product .still working quite well so in my point of view it is great deal when we compare it to its price rate so it is good buy if you wantREAD MORE,1
315,315,Lovely Jajoriya,Very Good,4,"Redmi 8 good mobile , good big battery , good display & good performance ( But Only Camera not good very low quality photo capture )READ MORE",1
316,316,Anil Wagh,Classy product,5,Totally super product from redmi and flipcart service is good..... I'm satisfied and so happy from this mobile once again thank you so much flipcart.......READ MORE,1
317,317,Flipkart Customer,Good quality product,4,Very nice product picture clarity is too good delivery is good thank u flipkartREAD MORE,1
318,318,Ankush chouhan,Brilliant,5,All departments good as per rate .. best part is fonts which not available in realme ..READ MORE,1
319,319,Flipkart Customer,Just okay,3,Good but Camera Is not as good as I m expecting but at this price I think it's a good buyREAD MORE,0
320,320,SANTOSH KUMAR THAKUR,Very Good,4,The phone stands worth of it's price. Lovely and smoothly performance. Very good phone in this price. I strongly recommend to get this phone. Thankyou Flipkart!READ MORE,1
321,321,Shailesh Soni,Fabulous!,5,Redmi 8 is definitely a good value for money phone A good performer at a price of 8000 is win win situation. Battery last for almost 2 days. Camera performance is excellent at this price Video and audio phone calling is excellent. Recommend to buy for those customerwho use phone basically for calling and  whatsApp Or facebook. All movie and live tv apps are streaming well without high data consumption so go and grab the phone with big screen and good battery support with a amazing cam...READ MORE,1
322,322,Chris Khambhata,Great product,5,I like the service of Flipkart very fastest delivery without charging extra shipping charges.....The mobile is also so good for normal usage....games run very smooth and ram is much better than the price of mobile....READ MORE,1
323,323,Raaz. Qureshi,Terrific,5,Better future & phones best camera best colour phone I like it phone..Raaz Qureshi..Form Utruala..BalarampurREAD MORE,1
324,324,Jeel Patel,Worth the money,4,"it to used to good gadget for customer, because it's easy to use and main thing can say to you, gujarati language better performance give me , and bettery backup good in Mobile Phone.READ MORE",1
325,325,BHOLENDRA  SINGH ,Terrific,5,Good looking phone in a very descent price camera display battery everything is a good in this price point and best part of this phone support type c is that too good.. No any brands is provide type c in this price..READ MORE,1
326,326,Flipkart Customer,Classy product,5,it's a very good phone in 8k budget.battery performance is very well than other phones.screen is very comfortably large to watch online series.it's never gets hang although i have install more than 25 apps from playstore.overall it's good.it is very worthy product in 8kthanks to redmi and FlipkartREAD MORE,1
327,327,SURANA V,Best in the market!,5,"Very good phone by Redmi again but to be honest battery is not that good as stated 5000am, I don't know for what techinical reasons, they should have addressed it....READ MORE",1
328,328,Dhananjay  Patil,Wonderful,5,Nice qualityGood place and nice song and good battery from Dhananjay Patil Kolhapur thank youREAD MORE,1
329,329,Flipkart Customer,Great product,5,Yes it was nice product.I loved it.I liked the frist thing is battery life 5000 MAH battery The screen was dumdar. As Xiaomi is India's No.1 smart phone brand. It was the all rounder phone.I gifted it to my son. And he too loved it.thankyou Xiaomi and thankyou flipkartREAD MORE,1
330,330,Kotresh hugar Hugar,Very Good,4,This product is worth for money and charging is to delay and late charge and performance is good and also 8000 it's worth for this product i really like this product every one buy thisREAD MORE,1
331,331,KUMAR  SAURAV,Nice product,4,I will buy this phone exchange of redmi 6 and i like exchange prosses soo... Much and I like delivery boy nature very kind person this phone battery backup is awesome I love the this phone and I love Flipkart for this productREAD MORE,1
332,332,UMESH KUMAR NISHAD ,Great product,5,This Redmi products is very good i like it very very nice awesomeREAD MORE,1
333,333,Asalam Ali,Really Nice,4,"Auto brightness senser not properly working. Better looking Redmi 8 mobile,better packing, better average mobile battery, better mobile performances, better value for money, good display, better camera.                     Thank you! for flipkart team.READ MORE",1
334,334,Flipkart Customer,Super!,5,Lots of people says online is hard to trust here we go get involved with flipkart it's the best ever.... Loved it... I can trust u blindlyy...READ MORE,1
335,335,Bhavik Bhansali,Classy product,5,One of the best phones in this range segment. It's for those people who do not require very high gaming or value phones but simultaneously want a good RAM and quick speed. Bought for 7.2k in Flipkart big billion offer and it was the best price.READ MORE,1
336,336,Anas ,Awesome Phone at superb prize,4,All right this is the best phone Cheap Affordable Best Quality I 😍 it's CameraIt's battery backup is awesome and it's last long for a day....READ MORE,1
337,337,Arti Kumari,Must buy!,5,It's a low range high quality advanced smart phone. There is not a single smart phone available in market at this price with this type of best specifications.READ MORE,1
338,338,Mohammad Anas,Excellent,5,I got a very interesting and amazing battery backup.This phone is the best in a low budget I would also prefer it to others to buy .READ MORE,1
339,339,MAYUR THAKAR,Pretty good,4,Very good product. Superb battery and nice smartphone in affordable price.READ MORE,1
340,340,Mohan manjeet Rout,Best in the market!,5,It's a very good product . It's battery backup is very good . Very good mobile and it's very good value for money 👍🏻👍🏻READ MORE,1
341,341,Satyam kumar  Mishra,Worth every penny,5,All things is goood in this mobile. I really happy to buy this mobile and i suggest u to buy this mobile. Really good yr..........READ MORE,1
342,342,Ahmad Aqueel,Perfect product!,5,Very Nice phone in this Price Range . Good Battery Capacity and Internal Storage is the highlight of this one . Really loved this phone . Camera also have good qualityREAD MORE,1
343,343,Habeeb Rahman,Worth every penny,5,Hi Very good smart phone.  Redmi 8. 4 gb ram 64 gb storage good batery back up.  Attractive price. Simple usageREAD MORE,1
344,344,Imran Khan,Awesome,5,"The Phone is Excellent in this Price Range. Have bought it for my Mother and she seems to like it. Earlier she was only used to keypad phones. Since she has started using the Redmi 8 - she’s become Tech Savvy.The Age is just a Number for her. Now she makes Video Calls and WhatsApp her Brothers and Cousins.Joining the New Age Technological League - She is 65+ and for her accepting a Change - I must say - she is Adaptable.Coming back to Redmi 8 - it is High on Performance, Camera is Good an...READ MORE",1
345,345,Devashish Katoriya,Best phone to buy if you are low on budget!,5,"A good option for budget gaming and day-to-day phone. The battery is good. Display quality is also good. The camera has a warm tone to photos (If you use GCam then this will be corrected.) Overall, a very nice phone.READ MORE",1
346,346,Mainak Sen,Pretty good,4,"Not bad,at this price it is good for its long life battery,type c fast charging supports,fingerprint,4gb ram,snapdragon 439 processor, good inhand felling,Display and camera not too good but not so bad also,specially at this price it's OK..This is one of the best budget phone at this price segment...READ MORE",1
347,347,Labhansh,Terrific,5,It is a very nice and fantastic product I love this product I will suggest all of you to buy this very nice product and I have buyed green colour in this product I love this productREAD MORE,1
348,348,MASOOD  Aashraf ,Excellent,5,Good mobile is doing great work in low price. I am very happy ..READ MORE,1
349,349,chaman kumar,Awesome,5,performance is good at this price segment camera is pretty good battery efficiency is awesomeREAD MORE,1
350,350,Pranay Moses,Brilliant,5,"Super Battery , very good camera, very good display Veri good sound, fantastic performance, last but least value for money in 8000 under, my name is Pranay Moses super phone you will be purchaseREAD MORE",1
351,351,Arvind Singh,Nice,3,I am using my 1st Redmi mobile since 1 month. I am satisfied with the mobile. It is good value for money mobile considering its price and specification provided by it. Only one draw back is its camera . Camera should have been more powerful for capturing good images specially from a distance. Although coser pictures are good and vibrant. Overall a good choice for day to day use.READ MORE,0
352,352,Flipkart Customer,Super!,5,Very good smart phone but decent display. Anyway... Love itREAD MORE,1
353,353,Vishal Shrivastava,Terrific,5,Very good mobile in this range.must buy if you want good battery life and good audio. It's camera is also is very good.READ MORE,1
354,354,Souvick Chowdhury,Wonderful,5,Excellent packaging and exceptional on-time delivery from Flipkart.  Received the product in very good condition .The set is simply great in this price range. Good performance. Camera seemed average. Overall very good.READ MORE,1
355,355,Flipkart Customer,Simply awesome,5,very nice and attractive phone. All the features are latest. phone runs smoothly and best in its value segment. However in tray 1 internet speed is very low.READ MORE,1
356,356,Ramsingh Nishad,Simply awesome,5,Waw super And amazing Phone I'm so Happy thank You FlipkartREAD MORE,1
357,357,Ch sai Manikanta,Best in the market!,5,I gifted to my mum she was really happy using this phone very good and battery backup is very niceREAD MORE,1
358,358,Pop,Must buy!,5,"Bought 3 mobile at this price range(redmi,realme,infinix), this is the best one so far, good weighted mobile(solid), has all features, fast in everything, good sound quality,200% value for moneyColor was also awesome compared to competitorsREAD MORE",1
359,359,Swapnil Kulkarni,Just okay,3,Phone is good with big battery but I bought this phone only because it was mentioned it supports fast charging which it actually doesn't. It took 3.5 hours to charge from 0 to 100% which is ridiculous. Rest all is fine.READ MORE,0
360,360,GAGAN KUMAR,Perfect product!,5,"Battery, display and camera all are reaily good i used redmi 3s redmi 4 and redmi 6pro but Redmi 8 is awesome. When i first time charged the battery its slow charged but after software update its work very well and battery work 3 to 4 days so i gave him 4.5 out of 5. Love you Redmi 8.READ MORE",1
361,361,Crystal Dsilva,Awesome,5,Very good photo and has really good features..looks and colour is simply awesome. Best phone for such price worth buyingREAD MORE,1
362,362,Roushan  Prasad ,Best in the market!,5,"I am very happy that , I had get my mobile . Which , actually ,I ordered. I am thankful to Flipkart for fast delivery. I'm totally satisfied for their service..READ MORE",1
363,363,Sage Shukla,Not good,5,"The Software is not Very Good, Whatever good the phone is, the operation has to be user friendly, the phone is not user friendly at all. The camera has pixels in a bit dark mode Battery is good as the operation is very less, as I this not user friendly. Display is a bit better then Ok.READ MORE",1
364,364,Sundeep ,Terrific purchase,5,"I use several well brands phone. But,  not good expirence. I buy first time mi mobile and awesome performance.i like it.READ MORE",1
365,365,Madhan M,Perfect product!,5,Bought for My mom. She loved very much. Highlight point in this mobile is  stylish look and battery performance.. Recommended for normal users.. Not for gamers...READ MORE,1
366,366,Gopi Krishna,Super!,5,best mobile under 8kback camera super but front one was poor but both front and back camera is excellent with Google camera display is good And audio quality is loud and clearREAD MORE,1
367,367,Flipkart Customer,Mind-blowing purchase,5,Nice phone looking good and battery backup awesome and one handed phone and fast chargingREAD MORE,1
368,368,Flipkart Customer,Just wow!,5,Really good phone. Very affordable and great quality at such a low price. Very satisfied 😊READ MORE,1
369,369,Tirthankar Modak,Excellent,2,"Reasonable good phone at this price. Xiaomi needs to stop those ads popping up in their apps, like in the file manager, themes etc. Camera is good, no slow motion video, tons of other features.Battery is definitely a plus point but the charger is not. This phone has USB type C and supports 18 W fast charging but they supply a normal 10 W charger with it. That's a cheap way of reducing costs. Most 18 watt chargers out there do not come with type C cables so you either use the cable provided ...READ MORE",0
370,370,Akshat Chaudhary,Perfect product!,5,Gifted this phone to my dad. He doesn't want a phone  with high end processor but a phone with ample ram and storage(for Whatsapp). But still they could have atleast put sd 450 on it. Design is gorgeous and Camera is what you can expect from a budget phone. Its on the bulkier side. Display is good and i have no complains about it.READ MORE,1
371,371,jatin sachapara,Great product,5,"From last 5 years my younger brother was using MI  and i bought REDMI 8  for his birthday gift. When i gave gift packet to him he was thinking that my bro bought watch/pen/or something else but he didn't expected REDMI 8 . When he opened, i found tear in his eye and he hug me.this all possible only because of flipkart sale coz we r from middle class family and can't afford this mobile in it's actual price so flipkart makes us happy.Thanks you flipkart 😍READ MORE",1
372,372,ramanjuneyulu bandrevu,Wonderful,5,"Good mobile. Not suitable for heavy gamers, who loves photography. Smooth running without heating till now 1month.amazing battery. You can't get this type featured other mobile at this price.READ MORE",1
373,373,faizan khan,Highly recommended,5,I love this phone a lots its like paisa Wasul mobile Redmi had made people to buy this phn at this cheapest price thank u to the redmi team from all of usREAD MORE,1
374,374,Ashwani Sharma,Wonderful,4,If you go with this budget it's super but after using 7-8 day's I have noticed that the processor is little bit disappointed to me after few months it's maybe causing the lot's of problems overall everything is good as well as battery backup is too good but the charger which is came with this phone that's not a fast charger it's taking 3-4 hrs to get the full charging.READ MORE,1
375,375,Flipkart Customer,Super!,5,"Awesome mobile at this cost, it's look is good, good quality of 📷, good battery back up up to two days.READ MORE",1
376,376,Srikanta Nayak,Brilliant,5,Nice phone and all functions are perfect working. Battery life is good for 2 days. Over all wow this priceREAD MORE,1
377,377,Manbodh  Gorai,Super!,5,Mobile is good Is a varry good products Wark is a varry fast mobile4 GB RAM 32 GB ROMREAD MORE,1
378,378,mohammed  yunus,Just wow!,5,"Gifted this phone to my mom, Good to see such great phone with good camera and internal storage for mom usage.READ MORE",1
379,379,Flipkart Customer,Fabulous!,5,Phone is good mi is the best company i have gifted to my mom this phone is value for moneyREAD MORE,1
380,380,Hriday Narayan Gupta,Fabulous!,5,Nice mobile i like it too much. Its battery backup is so amazing. And so on about this mobile . I like ..READ MORE,1
381,381,Sajid  Ahmed ,Fabulous!,5,Happy n best mobile at this range ...n very happy with the kind and good nature of delivery man from e-kartREAD MORE,1
382,382,Krishna kumar,Terrific purchase,5,Excellent and good budget mobile I have ever seen right now...Nice battery performance with superb display qualityREAD MORE,1
383,383,Sunil Patil,Great product,5,Good phone user friendly worth to buy battery back up is goodREAD MORE,1
384,384,Pradeep  Kumar ,Fabulous!,5,Good mobile phn under 7999   Best camera and best battery backup    Best featuresREAD MORE,1
385,385,Flipkart Customer,Wonderful,5,It is fine .... received a good one ...using it and it is absolutely fine till now...it has the best value for money returnREAD MORE,1
386,386,Flipkart Customer,Super!,5,"Good designDisplay viewing angle is finePerfomance better ,but fix bugsCamera selfie result same as note 8 Back camera okGood battery backupAnd C type and 18w charger support best for long term useHand feel ok It is not back side glass finish no more big size screen but weight slightly more And good storageREAD MORE",1
387,387,Sachin Varshney,Highly recommended,5,Good powerful performer under 8K budget. I gave it as a gift to my father and he is really enjoying it as it has good capacity and perfect camera at this price rangeREAD MORE,1
388,388,Flipkart Customer,Must buy!,5,Very good phone. Recommended and value for money . 4 gb ram and 64 gb storage in 8000 rs and that also from a good brand MI. Just go for it.READ MORE,1
